team_id,gw,position,multiplier,player_id,web_name
49759,12,11,1,357,Kane
49759,12,12,0,69,Sánchez
49759,12,13,0,196,Raphinha
49759,12,14,0,67,White
49759,12,15,0,115,Brownhill
49759,13,1,1,69,Sánchez
49759,13,2,1,142,James
49759,13,3,1,67,White
49759,13,4,1,127,Rüdiger
49759,13,5,1,237,Alexander-Arnold
49759,13,6,1,96,Mbeumo
49759,13,7,2,233,Salah
49759,13,8,1,196,Raphinha
49759,13,9,1,240,Jota
49759,13,10,1,78,Toney
49759,13,11,1,413,Antonio
49759,13,12,0,54,Steele
49759,13,13,0,357,Kane
49759,13,14,0,115,Brownhill
49759,13,15,0,491,Livramento
49759,14,1,1,69,Sánchez
49759,14,2,1,67,White
49759,14,3,1,127,Rüdiger
49759,14,4,1,237,Alexander-Arnold
49759,14,5,1,256,Cancelo
49759,14,6,1,96,Mbeumo
49759,14,7,2,233,Salah
49759,14,8,1,196,Raphinha
49759,14,9,1,240,Jota
49759,14,10,1,413,Antonio
49759,14,11,1,357,Kane
49759,14,12,0,54,Steele
49759,14,13,0,142,James
49759,14,14,0,450,Dennis
49759,14,15,0,115,Brownhill
49759,15,1,1,69,Sánchez
49759,15,2,1,237,Alexander-Arnold
49759,15,3,1,127,Rüdiger
49759,15,4,1,142,James
49759,15,5,1,256,Cancelo
49759,15,6,1,67,White
49759,15,7,2,233,Salah
49759,15,8,1,96,Mbeumo
49759,15,9,1,240,Jota
49759,15,10,1,196,Raphinha
49759,15,11,1,357,Kane
49759,15,12,0,54,Steele
49759,15,13,0,413,Antonio
49759,15,14,0,450,Dennis
49759,15,15,0,115,Brownhill
49759,16,1,1,389,Bachmann
49759,16,2,1,237,Alexander-Arnold
49759,16,3,1,127,Rüdiger
49759,16,4,1,142,James
49759,16,5,1,256,Cancelo
49759,16,6,2,233,Salah
49759,16,7,1,420,Bowen
49759,16,8,1,240,Jota
49759,16,9,1,579,Ronaldo
49759,16,10,1,413,Antonio
49759,16,11,1,450,Dennis
49759,16,12,0,54,Steele
49759,16,13,0,96,Mbeumo
49759,16,14,0,67,White
49759,16,15,0,115,Brownhill
49759,17,1,1,389,Bachmann
49759,17,2,1,142,James
49759,17,3,1,127,Rüdiger
49759,17,4,1,237,Alexander-Arnold
49759,17,5,1,67,White
49759,17,6,1,240,Jota
49759,17,7,1,265,Foden
49759,17,8,2,233,Salah
49759,17,9,1,420,Bowen
49759,17,10,1,413,Antonio
49759,17,11,1,40,Watkins
49759,17,12,0,54,Steele
49759,17,13,0,256,Cancelo
49759,17,14,0,450,Dennis
49759,17,15,0,115,Brownhill
49759,18,1,1,559,Ramsdale
49759,18,2,1,237,Alexander-Arnold
49759,18,3,1,127,Rüdiger
49759,18,4,1,142,James
49759,18,5,1,256,Cancelo
49759,18,6,1,67,White
49759,18,7,2,233,Salah
49759,18,8,1,240,Jota
49759,18,9,1,265,Foden
49759,18,10,1,115,Brownhill
49759,18,11,1,6,Lacazette
49759,18,12,0,389,Bachmann
49759,18,13,0,450,Dennis
49759,18,14,0,420,Bowen
49759,18,15,0,413,Antonio
49759,19,1,1,270,de Gea
49759,19,2,1,418,Coufal
49759,19,3,1,361,Dier
49759,19,4,1,256,Cancelo
49759,19,5,1,212,Maddison
49759,19,6,1,251,De Bruyne
49759,19,7,1,420,Bowen
49759,19,8,1,26,Martinelli
49759,19,9,1,359,Son
49759,19,10,2,579,Ronaldo
49759,19,11,1,518,Broja
49759,19,12,0,389,Bachmann
49759,19,13,0,237,Alexander-Arnold
49759,19,14,0,364,Davies
49759,19,15,0,468,King
49759,20,1,1,270,de Gea
49759,20,2,1,364,Davies
49759,20,3,1,361,Dier
49759,20,4,1,256,Cancelo
49759,20,5,1,237,Alexander-Arnold
49759,20,6,2,359,Son
49759,20,7,1,251,De Bruyne
49759,20,8,1,212,Maddison
49759,20,9,1,420,Bowen
49759,20,10,1,579,Ronaldo
49759,20,11,1,468,King
49759,20,12,0,389,Bachmann
49759,20,13,0,418,Coufal
49759,20,14,0,518,Broja
49759,20,15,0,26,Martinelli
49759,21,1,1,270,de Gea
49759,21,2,1,361,Dier
49759,21,3,1,256,Cancelo
49759,21,4,1,237,Alexander-Arnold
49759,21,5,1,418,Coufal
49759,21,6,1,359,Son
49759,21,7,1,251,De Bruyne
49759,21,8,2,420,Bowen
49759,21,9,1,484,Gray
49759,21,10,1,579,Ronaldo
49759,21,11,1,468,King
49759,21,12,0,389,Bachmann
49759,21,13,0,364,Davies
49759,21,14,0,518,Broja
49759,21,15,0,212,Maddison
49759,22,1,1,270,de Gea
49759,22,2,1,237,Alexander-Arnold
49759,22,3,1,256,Cancelo
49759,22,4,1,418,Coufal
49759,22,5,1,420,Bowen
49759,22,6,1,484,Gray
49759,22,7,1,212,Maddison
49759,22,8,1,251,De Bruyne
49759,22,9,1,240,Jota
49759,22,10,2,579,Ronaldo
49759,22,11,1,468,King
49759,22,12,0,389,Bachmann
49759,22,13,0,364,Davies
49759,22,14,0,361,Dier
49759,22,15,0,518,Broja
49759,23,1,1,270,de Gea
49759,23,2,1,237,Alexander-Arnold
49759,23,3,1,256,Cancelo
49759,23,4,1,259,Laporte
49759,23,5,1,420,Bowen
49759,23,6,1,484,Gray
49759,23,7,1,212,Maddison
49759,23,8,1,251,De Bruyne
49759,23,9,1,240,Jota
49759,23,10,1,40,Watkins
49759,23,11,2,468,King
49759,23,12,0,389,Bachmann
49759,23,13,0,364,Davies
49759,23,14,0,518,Broja
49759,23,15,0,361,Dier
49759,24,1,1,270,de Gea
49759,24,2,1,237,Alexander-Arnold
49759,24,3,1,256,Cancelo
49759,24,4,1,259,Laporte
49759,24,5,1,364,Davies
49759,24,6,1,420,Bowen
49759,24,7,1,484,Gray
49759,24,8,1,277,Fernandes
49759,24,9,2,251,De Bruyne
49759,24,10,1,240,Jota
49759,24,11,1,40,Watkins
49759,24,12,0,389,Bachmann
49759,24,13,0,468,King
49759,24,14,0,518,Broja
49759,24,15,0,361,Dier
49759,25,1,1,270,de Gea
49759,25,2,1,364,Davies
49759,25,3,1,237,Alexander-Arnold
49759,25,4,1,256,Cancelo
49759,25,5,2,277,Fernandes
49759,25,6,1,420,Bowen
49759,25,7,1,51,Ramsey
49759,25,8,1,240,Jota
49759,25,9,1,468,King
49759,25,10,1,40,Watkins
49759,25,11,1,518,Broja
49759,25,12,0,389,Bachmann
49759,25,13,0,259,Laporte
49759,25,14,0,251,De Bruyne
49759,25,15,0,361,Dier
49759,26,1,1,475,Sá
49759,26,2,1,237,Alexander-Arnold
49759,26,3,1,229,van Dijk
49759,26,4,1,16,Tierney
49759,26,5,1,439,Kilman
49759,26,6,1,196,Raphinha
49759,26,7,2,233,Salah
49759,26,8,1,359,Son
49759,26,9,1,22,Saka
49759,26,10,1,430,Jiménez
49759,26,11,1,6,Lacazette
49759,26,12,0,295,Dubravka
49759,26,13,0,256,Cancelo
49759,26,14,0,518,Broja
49759,26,15,0,51,Ramsey
49759,27,1,1,112,Pope
49759,27,2,1,106,Mee
49759,27,3,1,343,Bednarek
49759,27,4,1,256,Cancelo
49759,27,5,1,254,Mahrez
49759,27,6,1,255,Sterling
49759,27,7,1,359,Son
49759,27,8,1,277,Fernandes
49759,27,9,2,700,Weghorst
49759,27,10,1,518,Broja
49759,27,11,1,357,Kane
49759,27,12,0,573,Jakupovic
49759,27,13,0,208,Amartey
49759,27,14,0,425,Johnson
49759,27,15,0,145,Gilmour
125462,1,1,1,69,Sánchez
125462,1,2,1,168,Digne
125462,1,3,1,237,Alexander-Arnold
125462,1,4,1,275,Shaw
125462,1,5,1,411,Cresswell
125462,1,6,2,233,Salah
125462,1,7,1,277,Fernandes
125462,1,8,1,240,Jota
125462,1,9,1,289,Greenwood
125462,1,10,1,78,Toney
125462,1,11,1,413,Antonio
125462,1,12,0,54,Steele
125462,1,13,0,62,Veltman
125462,1,14,0,365,Højbjerg
125462,1,15,0,348,Obafemi
125462,2,1,1,69,Sánchez
125462,2,2,1,168,Digne
125462,2,3,1,237,Alexander-Arnold
125462,2,4,1,275,Shaw
125462,2,5,1,411,Cresswell
125462,2,6,2,233,Salah
125462,2,7,1,277,Fernandes
125462,2,8,1,240,Jota
125462,2,9,1,289,Greenwood
125462,2,10,1,78,Toney
125462,2,11,1,413,Antonio
125462,2,12,0,54,Steele
125462,2,13,0,365,Højbjerg
125462,2,14,0,62,Veltman
125462,2,15,0,348,Obafemi
125462,3,1,1,69,Sánchez
125462,3,2,1,168,Digne
125462,3,3,1,237,Alexander-Arnold
125462,3,4,1,275,Shaw
125462,3,5,1,411,Cresswell
125462,3,6,1,233,Salah
125462,3,7,2,277,Fernandes
125462,3,8,1,240,Jota
