player_id,fixture_id,opponent_team_id,total_points,home_game,kickoff_time,round,minutes_played,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,team_score,opponent_team_score,team_id,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,team_short_name,position_name_short,team_strength,full_name,opponent_team,opponent_team_strength,event_name,difficulty
203,222,6,,True,2021-02-06 15:00:00,23.0,,,,,,,,,,,,,,,,,,,,,,,,,10,3.0,3.0,,LEE,MID,3,Jack Harrison,CRY,3,Gameweek 23,3.0
204,222,6,,True,2021-02-06 15:00:00,23.0,,,,,,,,,,,,,,,,,,,,,,,,,10,1.0,1.0,,LEE,MID,3,Kalvin Phillips,CRY,3,Gameweek 23,3.0
205,222,6,,True,2021-02-06 15:00:00,23.0,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,LEE,MID,3,Hélder Wander Sousa de Azevedo e Costa,CRY,3,Gameweek 23,3.0
206,222,6,,True,2021-02-06 15:00:00,23.0,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,LEE,MID,3,Tyler Roberts,CRY,3,Gameweek 23,3.0
209,222,6,,True,2021-02-06 15:00:00,23.0,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,LEE,MID,3,Ian Carlo Poveda-Ocampo,CRY,3,Gameweek 23,3.0
210,222,6,,True,2021-02-06 15:00:00,23.0,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,LEE,MID,3,Jamie Shackleton,CRY,3,Gameweek 23,3.0
211,222,6,,True,2021-02-06 15:00:00,23.0,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,LEE,DEF,3,Pascal Struijk,CRY,3,Gameweek 23,3.0
213,222,6,,True,2021-02-06 15:00:00,23.0,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,LEE,GKP,3,Illan Meslier,CRY,3,Gameweek 23,3.0
214,222,6,,True,2021-02-06 15:00:00,23.0,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,LEE,DEF,3,Leif Davis,CRY,3,Gameweek 23,3.0
216,152,6,,False,2020-12-28 15:00:00,16.0,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,LEI,DEF,4,Wes Morgan,CRY,3,Gameweek 16,3.0
216,323,6,,True,2021-04-24 14:00:00,33.0,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,LEI,DEF,4,Wes Morgan,CRY,3,Gameweek 33,3.0
217,152,6,,False,2020-12-28 15:00:00,16.0,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,LEI,GKP,4,Kasper Schmeichel,CRY,3,Gameweek 16,3.0
217,323,6,,True,2021-04-24 14:00:00,33.0,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,LEI,GKP,4,Kasper Schmeichel,CRY,3,Gameweek 33,3.0
218,152,6,,False,2020-12-28 15:00:00,16.0,,,,,,,,,,,,,,,,,,,,,,,,,9,,3.0,,LEI,DEF,4,Christian Fuchs,CRY,3,Gameweek 16,3.0
218,323,6,,True,2021-04-24 14:00:00,33.0,,,,,,,,,,,,,,,,,,,,,,,,,9,,3.0,,LEI,DEF,4,Christian Fuchs,CRY,3,Gameweek 33,3.0
219,152,6,,False,2020-12-28 15:00:00,16.0,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,LEI,DEF,4,Jonny Evans,CRY,3,Gameweek 16,3.0
219,323,6,,True,2021-04-24 14:00:00,33.0,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,LEI,DEF,4,Jonny Evans,CRY,3,Gameweek 33,3.0
221,152,6,,False,2020-12-28 15:00:00,16.0,,,,,,,,,,,,,,,,,,,,,,,,,9,4.0,,,LEI,MID,4,Marc Albrighton,CRY,3,Gameweek 16,3.0
221,323,6,,True,2021-04-24 14:00:00,33.0,,,,,,,,,,,,,,,,,,,,,,,,,9,4.0,,,LEI,MID,4,Marc Albrighton,CRY,3,Gameweek 33,3.0
224,152,6,,False,2020-12-28 15:00:00,16.0,,,,,,,,,,,,,,,,,,,,,,,,,9,,,1.0,LEI,FWD,4,Jamie Vardy,CRY,3,Gameweek 16,3.0
224,323,6,,True,2021-04-24 14:00:00,33.0,,,,,,,,,,,,,,,,,,,,,,,,,9,,,1.0,LEI,FWD,4,Jamie Vardy,CRY,3,Gameweek 33,3.0
225,152,6,,False,2020-12-28 15:00:00,16.0,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,LEI,MID,4,Dennis Praet,CRY,3,Gameweek 16,3.0
225,323,6,,True,2021-04-24 14:00:00,33.0,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,LEI,MID,4,Dennis Praet,CRY,3,Gameweek 33,3.0
227,152,6,,False,2020-12-28 15:00:00,16.0,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,LEI,DEF,4,Daniel Amartey,CRY,3,Gameweek 16,3.0
227,323,6,,True,2021-04-24 14:00:00,33.0,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,LEI,DEF,4,Daniel Amartey,CRY,3,Gameweek 33,3.0
228,152,6,,False,2020-12-28 15:00:00,16.0,,,,,,,,,,,,,,,,,,,,,,,,,9,2.0,2.0,3.0,LEI,MID,4,Youri Tielemans,CRY,3,Gameweek 16,3.0
228,323,6,,True,2021-04-24 14:00:00,33.0,,,,,,,,,,,,,,,,,,,,,,,,,9,2.0,2.0,3.0,LEI,MID,4,Youri Tielemans,CRY,3,Gameweek 33,3.0
229,152,6,,False,2020-12-28 15:00:00,16.0,,,,,,,,,,,,,,,,,,,,,,,,,9,,,2.0,LEI,MID,4,Ayoze Pérez,CRY,3,Gameweek 16,3.0
229,323,6,,True,2021-04-24 14:00:00,33.0,,,,,,,,,,,,,,,,,,,,,,,,,9,,,2.0,LEI,MID,4,Ayoze Pérez,CRY,3,Gameweek 33,3.0
231,152,6,,False,2020-12-28 15:00:00,16.0,,,,,,,,,,,,,,,,,,,,,,,,,9,1.0,1.0,4.0,LEI,MID,4,James Maddison,CRY,3,Gameweek 16,3.0
231,323,6,,True,2021-04-24 14:00:00,33.0,,,,,,,,,,,,,,,,,,,,,,,,,9,1.0,1.0,4.0,LEI,MID,4,James Maddison,CRY,3,Gameweek 33,3.0
232,301,6,,False,2021-04-10 14:00:00,31.0,,,,,,,,,,,,,,,,,,,,,,,,,5,3.0,,,CHE,DEF,4,Benjamin Chilwell,CRY,3,Gameweek 31,3.0
233,152,6,,False,2020-12-28 15:00:00,16.0,,,,,,,,,,,,,,,,,,,,,,,,,9,,,5.0,LEI,FWD,4,Kelechi Iheanacho,CRY,3,Gameweek 16,3.0
233,323,6,,True,2021-04-24 14:00:00,33.0,,,,,,,,,,,,,,,,,,,,,,,,,9,,,5.0,LEI,FWD,4,Kelechi Iheanacho,CRY,3,Gameweek 33,3.0
234,152,6,,False,2020-12-28 15:00:00,16.0,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,LEI,MID,4,Hamza Choudhury,CRY,3,Gameweek 16,3.0
234,323,6,,True,2021-04-24 14:00:00,33.0,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,LEI,MID,4,Hamza Choudhury,CRY,3,Gameweek 33,3.0
235,152,6,,False,2020-12-28 15:00:00,16.0,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,LEI,MID,4,Harvey Barnes,CRY,3,Gameweek 16,3.0
235,323,6,,True,2021-04-24 14:00:00,33.0,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,LEI,MID,4,Harvey Barnes,CRY,3,Gameweek 33,3.0
236,152,6,,False,2020-12-28 15:00:00,16.0,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,LEI,MID,4,Wilfred Ndidi,CRY,3,Gameweek 16,3.0
236,323,6,,True,2021-04-24 14:00:00,33.0,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,LEI,MID,4,Wilfred Ndidi,CRY,3,Gameweek 33,3.0
238,152,6,,False,2020-12-28 15:00:00,16.0,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,LEI,DEF,4,Çaglar Söyüncü,CRY,3,Gameweek 16,3.0
238,323,6,,True,2021-04-24 14:00:00,33.0,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,LEI,DEF,4,Çaglar Söyüncü,CRY,3,Gameweek 33,3.0
239,152,6,,False,2020-12-28 15:00:00,16.0,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,LEI,DEF,4,James Justin,CRY,3,Gameweek 16,3.0
239,323,6,,True,2021-04-24 14:00:00,33.0,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,LEI,DEF,4,James Justin,CRY,3,Gameweek 33,3.0
240,152,6,,False,2020-12-28 15:00:00,16.0,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,LEI,DEF,4,Luke Thomas,CRY,3,Gameweek 16,3.0
240,323,6,,True,2021-04-24 14:00:00,33.0,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,LEI,DEF,4,Luke Thomas,CRY,3,Gameweek 33,3.0
241,132,6,,False,2020-12-19 15:00:00,14.0,,,,,,,,,,,,,,,,,,,,,,,,,11,4.0,,1.0,LIV,MID,5,James Milner,CRY,3,Gameweek 14,3.0
241,374,6,,True,2021-05-23 15:00:00,38.0,,,,,,,,,,,,,,,,,,,,,,,,,11,4.0,,1.0,LIV,MID,5,James Milner,CRY,3,Gameweek 38,3.0
243,132,6,,False,2020-12-19 15:00:00,14.0,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,LIV,MID,5,Georginio Wijnaldum,CRY,3,Gameweek 14,3.0
243,374,6,,True,2021-05-23 15:00:00,38.0,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,LIV,MID,5,Georginio Wijnaldum,CRY,3,Gameweek 38,3.0
244,132,6,,False,2020-12-19 15:00:00,14.0,,,,,,,,,,,,,,,,,,,,,,,,,11,,3.0,,LIV,MID,5,Jordan Henderson,CRY,3,Gameweek 14,3.0
244,374,6,,True,2021-05-23 15:00:00,38.0,,,,,,,,,,,,,,,,,,,,,,,,,11,,3.0,,LIV,MID,5,Jordan Henderson,CRY,3,Gameweek 38,3.0
245,132,6,,False,2020-12-19 15:00:00,14.0,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,LIV,GKP,5,Adrián San Miguel del Castillo,CRY,3,Gameweek 14,3.0
245,374,6,,True,2021-05-23 15:00:00,38.0,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,LIV,GKP,5,Adrián San Miguel del Castillo,CRY,3,Gameweek 38,3.0
246,132,6,,False,2020-12-19 15:00:00,14.0,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,LIV,DEF,5,Joel Matip,CRY,3,Gameweek 14,3.0
246,374,6,,True,2021-05-23 15:00:00,38.0,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,LIV,DEF,5,Joel Matip,CRY,3,Gameweek 38,3.0
247,132,6,,False,2020-12-19 15:00:00,14.0,,,,,,,,,,,,,,,,,,,,,,,,,11,5.0,5.0,,LIV,MID,5,Xherdan Shaqiri,CRY,3,Gameweek 14,3.0
247,374,6,,True,2021-05-23 15:00:00,38.0,,,,,,,,,,,,,,,,,,,,,,,,,11,5.0,5.0,,LIV,MID,5,Xherdan Shaqiri,CRY,3,Gameweek 38,3.0
249,132,6,,False,2020-12-19 15:00:00,14.0,,,,,,,,,,,,,,,,,,,,,,,,,11,,,4.0,LIV,FWD,5,Roberto Firmino,CRY,3,Gameweek 14,3.0
249,374,6,,True,2021-05-23 15:00:00,38.0,,,,,,,,,,,,,,,,,,,,,,,,,11,,,4.0,LIV,FWD,5,Roberto Firmino,CRY,3,Gameweek 38,3.0
250,132,6,,False,2020-12-19 15:00:00,14.0,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,LIV,DEF,5,Virgil van Dijk,CRY,3,Gameweek 14,3.0
250,374,6,,True,2021-05-23 15:00:00,38.0,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,LIV,DEF,5,Virgil van Dijk,CRY,3,Gameweek 38,3.0
251,132,6,,False,2020-12-19 15:00:00,14.0,,,,,,,,,,,,,,,,,,,,,,,,,11,,,3.0,LIV,MID,5,Sadio Mané,CRY,3,Gameweek 14,3.0
251,374,6,,True,2021-05-23 15:00:00,38.0,,,,,,,,,,,,,,,,,,,,,,,,,11,,,3.0,LIV,MID,5,Sadio Mané,CRY,3,Gameweek 38,3.0
252,132,6,,False,2020-12-19 15:00:00,14.0,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,LIV,GKP,5,Alisson Ramses Becker,CRY,3,Gameweek 14,3.0
252,374,6,,True,2021-05-23 15:00:00,38.0,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,LIV,GKP,5,Alisson Ramses Becker,CRY,3,Gameweek 38,3.0
253,132,6,,False,2020-12-19 15:00:00,14.0,,,,,,,,,,,,,,,,,,,,,,,,,11,,4.0,,LIV,MID,5,Fabio Henrique Tavares,CRY,3,Gameweek 14,3.0
253,374,6,,True,2021-05-23 15:00:00,38.0,,,,,,,,,,,,,,,,,,,,,,,,,11,,4.0,,LIV,MID,5,Fabio Henrique Tavares,CRY,3,Gameweek 38,3.0
254,132,6,,False,2020-12-19 15:00:00,14.0,,,,,,,,,,,,,,,,,,,,,,,,,11,6.0,2.0,2.0,LIV,MID,5,Mohamed Salah,CRY,3,Gameweek 14,3.0
254,374,6,,True,2021-05-23 15:00:00,38.0,,,,,,,,,,,,,,,,,,,,,,,,,11,6.0,2.0,2.0,LIV,MID,5,Mohamed Salah,CRY,3,Gameweek 38,3.0
255,132,6,,False,2020-12-19 15:00:00,14.0,,,,,,,,,,,,,,,,,,,,,,,,,11,1.0,,,LIV,DEF,5,Andrew Robertson,CRY,3,Gameweek 14,3.0
255,374,6,,True,2021-05-23 15:00:00,38.0,,,,,,,,,,,,,,,,,,,,,,,,,11,1.0,,,LIV,DEF,5,Andrew Robertson,CRY,3,Gameweek 38,3.0
258,132,6,,False,2020-12-19 15:00:00,14.0,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,LIV,MID,5,Takumi Minamino,CRY,3,Gameweek 14,3.0
258,374,6,,True,2021-05-23 15:00:00,38.0,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,LIV,MID,5,Takumi Minamino,CRY,3,Gameweek 38,3.0
259,132,6,,False,2020-12-19 15:00:00,14.0,,,,,,,,,,,,,,,,,,,,,,,,,11,2.0,1.0,,LIV,DEF,5,Trent Alexander-Arnold,CRY,3,Gameweek 14,3.0
259,374,6,,True,2021-05-23 15:00:00,38.0,,,,,,,,,,,,,,,,,,,,,,,,,11,2.0,1.0,,LIV,DEF,5,Trent Alexander-Arnold,CRY,3,Gameweek 38,3.0
260,132,6,,False,2020-12-19 15:00:00,14.0,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,LIV,DEF,5,Joseph Gomez,CRY,3,Gameweek 14,3.0
260,374,6,,True,2021-05-23 15:00:00,38.0,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,LIV,DEF,5,Joseph Gomez,CRY,3,Gameweek 38,3.0
261,132,6,,False,2020-12-19 15:00:00,14.0,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,LIV,MID,5,Naby Keita,CRY,3,Gameweek 14,3.0
261,374,6,,True,2021-05-23 15:00:00,38.0,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,LIV,MID,5,Naby Keita,CRY,3,Gameweek 38,3.0
262,162,6,,False,2021-01-02 15:00:00,17.0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,SHU,FWD,3,Rhian Brewster,CRY,3,Gameweek 17,3.0
262,346,6,,True,2021-05-08 14:00:00,35.0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,SHU,FWD,3,Rhian Brewster,CRY,3,Gameweek 35,3.0
263,132,6,,False,2020-12-19 15:00:00,14.0,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,LIV,MID,5,Curtis Jones,CRY,3,Gameweek 14,3.0
263,374,6,,True,2021-05-23 15:00:00,38.0,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,LIV,MID,5,Curtis Jones,CRY,3,Gameweek 38,3.0
266,185,6,,True,2021-01-16 15:00:00,19.0,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,MCI,DEF,5,Fernando Luiz Rosa,CRY,3,Gameweek 19,3.0
266,332,6,,False,2021-05-01 14:00:00,34.0,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,MCI,DEF,5,Fernando Luiz Rosa,CRY,3,Gameweek 34,3.0
268,185,6,,True,2021-01-16 15:00:00,19.0,,,,,,,,,,,,,,,,,,,,,,,,,12,,,2.0,MCI,FWD,5,Sergio Agüero,CRY,3,Gameweek 19,3.0
268,332,6,,False,2021-05-01 14:00:00,34.0,,,,,,,,,,,,,,,,,,,,,,,,,12,,,2.0,MCI,FWD,5,Sergio Agüero,CRY,3,Gameweek 34,3.0
270,185,6,,True,2021-01-16 15:00:00,19.0,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,MCI,DEF,5,Kyle Walker,CRY,3,Gameweek 19,3.0
270,332,6,,False,2021-05-01 14:00:00,34.0,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,MCI,DEF,5,Kyle Walker,CRY,3,Gameweek 34,3.0
271,185,6,,True,2021-01-16 15:00:00,19.0,,,,,,,,,,,,,,,,,,,,,,,,,12,3.0,4.0,2.0,MCI,MID,5,Ilkay Gündogan,CRY,3,Gameweek 19,3.0
271,332,6,,False,2021-05-01 14:00:00,34.0,,,,,,,,,,,,,,,,,,,,,,,,,12,3.0,4.0,2.0,MCI,MID,5,Ilkay Gündogan,CRY,3,Gameweek 34,3.0
272,185,6,,True,2021-01-16 15:00:00,19.0,,,,,,,,,,,,,,,,,,,,,,,,,12,1.0,1.0,1.0,MCI,MID,5,Kevin De Bruyne,CRY,3,Gameweek 19,3.0
272,332,6,,False,2021-05-01 14:00:00,34.0,,,,,,,,,,,,,,,,,,,,,,,,,12,1.0,1.0,1.0,MCI,MID,5,Kevin De Bruyne,CRY,3,Gameweek 34,3.0
273,185,6,,True,2021-01-16 15:00:00,19.0,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,MCI,DEF,5,John Stones,CRY,3,Gameweek 19,3.0
273,332,6,,False,2021-05-01 14:00:00,34.0,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,MCI,DEF,5,John Stones,CRY,3,Gameweek 34,3.0
274,185,6,,True,2021-01-16 15:00:00,19.0,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,MCI,DEF,5,Benjamin Mendy,CRY,3,Gameweek 19,3.0
274,332,6,,False,2021-05-01 14:00:00,34.0,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,MCI,DEF,5,Benjamin Mendy,CRY,3,Gameweek 34,3.0
275,185,6,,True,2021-01-16 15:00:00,19.0,,,,,,,,,,,,,,,,,,,,,,,,,12,2.0,3.0,4.0,MCI,MID,5,Riyad Mahrez,CRY,3,Gameweek 19,3.0
275,332,6,,False,2021-05-01 14:00:00,34.0,,,,,,,,,,,,,,,,,,,,,,,,,12,2.0,3.0,4.0,MCI,MID,5,Riyad Mahrez,CRY,3,Gameweek 34,3.0
276,185,6,,True,2021-01-16 15:00:00,19.0,,,,,,,,,,,,,,,,,,,,,,,,,12,,2.0,6.0,MCI,MID,5,Raheem Sterling,CRY,3,Gameweek 19,3.0
276,332,6,,False,2021-05-01 14:00:00,34.0,,,,,,,,,,,,,,,,,,,,,,,,,12,,2.0,6.0,MCI,MID,5,Raheem Sterling,CRY,3,Gameweek 34,3.0
277,185,6,,True,2021-01-16 15:00:00,19.0,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,MCI,DEF,5,João Pedro Cavaco Cancelo,CRY,3,Gameweek 19,3.0
277,332,6,,False,2021-05-01 14:00:00,34.0,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,MCI,DEF,5,João Pedro Cavaco Cancelo,CRY,3,Gameweek 34,3.0
278,185,6,,True,2021-01-16 15:00:00,19.0,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,MCI,GKP,5,Ederson Santana de Moraes,CRY,3,Gameweek 19,3.0
278,332,6,,False,2021-05-01 14:00:00,34.0,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,MCI,GKP,5,Ederson Santana de Moraes,CRY,3,Gameweek 34,3.0
279,185,6,,True,2021-01-16 15:00:00,19.0,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,MCI,DEF,5,Nathan Aké,CRY,3,Gameweek 19,3.0
279,332,6,,False,2021-05-01 14:00:00,34.0,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,MCI,DEF,5,Nathan Aké,CRY,3,Gameweek 34,3.0
280,185,6,,True,2021-01-16 15:00:00,19.0,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,MCI,DEF,5,Aymeric Laporte,CRY,3,Gameweek 19,3.0
280,332,6,,False,2021-05-01 14:00:00,34.0,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,MCI,DEF,5,Aymeric Laporte,CRY,3,Gameweek 34,3.0
281,185,6,,True,2021-01-16 15:00:00,19.0,,,,,,,,,,,,,,,,,,,,,,,,,12,4.0,,,MCI,MID,5,Bernardo Mota Veiga de Carvalho e Silva,CRY,3,Gameweek 19,3.0
281,332,6,,False,2021-05-01 14:00:00,34.0,,,,,,,,,,,,,,,,,,,,,,,,,12,4.0,,,MCI,MID,5,Bernardo Mota Veiga de Carvalho e Silva,CRY,3,Gameweek 34,3.0
282,185,6,,True,2021-01-16 15:00:00,19.0,,,,,,,,,,,,,,,,,,,,,,,,,12,,,5.0,MCI,FWD,5,Gabriel Fernando de Jesus,CRY,3,Gameweek 19,3.0
282,332,6,,False,2021-05-01 14:00:00,34.0,,,,,,,,,,,,,,,,,,,,,,,,,12,,,5.0,MCI,FWD,5,Gabriel Fernando de Jesus,CRY,3,Gameweek 34,3.0
283,185,6,,True,2021-01-16 15:00:00,19.0,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,MCI,DEF,5,Oleksandr Zinchenko,CRY,3,Gameweek 19,3.0
283,332,6,,False,2021-05-01 14:00:00,34.0,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,MCI,DEF,5,Oleksandr Zinchenko,CRY,3,Gameweek 34,3.0
284,185,6,,True,2021-01-16 15:00:00,19.0,,,,,,,,,,,,,,,,,,,,,,,,,12,5.0,,,MCI,MID,5,Phil Foden,CRY,3,Gameweek 19,3.0
284,332,6,,False,2021-05-01 14:00:00,34.0,,,,,,,,,,,,,,,,,,,,,,,,,12,5.0,,,MCI,MID,5,Phil Foden,CRY,3,Gameweek 34,3.0
286,185,6,,True,2021-01-16 15:00:00,19.0,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,MCI,MID,5,Rodrigo Hernandez,CRY,3,Gameweek 19,3.0
286,332,6,,False,2021-05-01 14:00:00,34.0,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,MCI,MID,5,Rodrigo Hernandez,CRY,3,Gameweek 34,3.0
287,185,6,,True,2021-01-16 15:00:00,19.0,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,MCI,MID,5,Ferran Torres,CRY,3,Gameweek 19,3.0
287,332,6,,False,2021-05-01 14:00:00,34.0,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,MCI,MID,5,Ferran Torres,CRY,3,Gameweek 34,3.0
288,185,6,,True,2021-01-16 15:00:00,19.0,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,MCI,DEF,5,Eric Garcia,CRY,3,Gameweek 19,3.0
288,332,6,,False,2021-05-01 14:00:00,34.0,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,MCI,DEF,5,Eric Garcia,CRY,3,Gameweek 34,3.0
290,281,6,,False,2021-03-20 15:00:00,29.0,,,,,,,,,,,,,,,,,,,,,,,,,13,2.0,4.0,5.0,MUN,MID,4,Juan Mata,CRY,3,Gameweek 29,3.0
291,281,6,,False,2021-03-20 15:00:00,29.0,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,MUN,GKP,4,David de Gea,CRY,3,Gameweek 29,3.0
293,281,6,,False,2021-03-20 15:00:00,29.0,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,MUN,FWD,4,Odion Ighalo,CRY,3,Gameweek 29,3.0
295,281,6,,False,2021-03-20 15:00:00,29.0,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,MUN,MID,4,Nemanja Matic,CRY,3,Gameweek 29,3.0
296,281,6,,False,2021-03-20 15:00:00,29.0,,,,,,,,,,,,,,,,,,,,,,,,,13,,3.0,3.0,MUN,MID,4,Paul Pogba,CRY,3,Gameweek 29,3.0
298,281,6,,False,2021-03-20 15:00:00,29.0,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,MUN,DEF,4,Harry Maguire,CRY,3,Gameweek 29,3.0
299,281,6,,False,2021-03-20 15:00:00,29.0,,,,,,,,,,,,,,,,,,,,,,,,,13,4.0,5.0,,MUN,MID,4,Frederico Rodrigues de Paula Santos,CRY,3,Gameweek 29,3.0
300,281,6,,False,2021-03-20 15:00:00,29.0,,,,,,,,,,,,,,,,,,,,,,,,,13,3.0,,,MUN,DEF,4,Luke Shaw,CRY,3,Gameweek 29,3.0
302,281,6,,False,2021-03-20 15:00:00,29.0,,,,,,,,,,,,,,,,,,,,,,,,,13,1.0,1.0,1.0,MUN,MID,4,Bruno Miguel Borges Fernandes,CRY,3,Gameweek 29,3.0
303,281,6,,False,2021-03-20 15:00:00,29.0,,,,,,,,,,,,,,,,,,,,,,,,,13,,,4.0,MUN,FWD,4,Anthony Martial,CRY,3,Gameweek 29,3.0
306,281,6,,False,2021-03-20 15:00:00,29.0,,,,,,,,,,,,,,,,,,,,,,,,,13,,2.0,2.0,MUN,MID,4,Marcus Rashford,CRY,3,Gameweek 29,3.0
307,281,6,,False,2021-03-20 15:00:00,29.0,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,MUN,DEF,4,Axel Tuanzebe,CRY,3,Gameweek 29,3.0
308,281,6,,False,2021-03-20 15:00:00,29.0,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,MUN,DEF,4,Victor Lindelöf,CRY,3,Gameweek 29,3.0
309,281,6,,False,2021-03-20 15:00:00,29.0,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,MUN,MID,4,Scott McTominay,CRY,3,Gameweek 29,3.0
310,281,6,,False,2021-03-20 15:00:00,29.0,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,MUN,DEF,4,Eric Bailly,CRY,3,Gameweek 29,3.0
311,281,6,,False,2021-03-20 15:00:00,29.0,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,MUN,MID,4,Daniel James,CRY,3,Gameweek 29,3.0
312,281,6,,False,2021-03-20 15:00:00,29.0,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,MUN,DEF,4,Timothy Fosu-Mensah,CRY,3,Gameweek 29,3.0
313,281,6,,False,2021-03-20 15:00:00,29.0,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,MUN,DEF,4,Aaron Wan-Bissaka,CRY,3,Gameweek 29,3.0
315,281,6,,False,2021-03-20 15:00:00,29.0,,,,,,,,,,,,,,,,,,,,,,,,,13,5.0,,,MUN,MID,4,Mason Greenwood,CRY,3,Gameweek 29,3.0
320,92,6,,False,2020-11-27 20:00:00,10.0,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,NEW,FWD,3,Andy Carroll,CRY,3,Gameweek 10,3.0
320,217,6,,True,2021-02-03 19:45:00,22.0,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,NEW,FWD,3,Andy Carroll,CRY,3,Gameweek 22,3.0
