chance_of_playing_next_round,chance_of_playing_this_round,player_code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,player_type_id,ep_next,ep_this,event_points,form,player_id,in_dreamteam,news,news_added,now_cost,photo,PPG,selected_by_percent,status,team_id,team_code,total_points,transfers_in_event,transfers_out_event,value_form,value_season,web_name,total_minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,PP90,PPMM,VAPM
,,87835,0,0,-2,2,0,2,1.3,1.3,1,0.8,457,False,,,58,87835.jpg,1.2,9.1,a,17,6,5,2300,16741,0.1,0.9,Doherty,259,0,0,0,4,0,0,0,1,0,0,0,24,47.2,31.4,43.0,12.2,206,84,164,41,134,28,180,60,,,,,,,1.7374517374517373,0.20689655172413793,-0.13793103448275862
100.0,100.0,15749,0,0,-1,1,0,1,0.5,0.5,0,0.0,482,False,,2020-08-20 13:00:12.071870,44,15749.jpg,0.0,0.7,a,17,6,0,279,693,0.0,0.0,Hart,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,432,41,413,20,381,18,437,41,,,,,,,,0.0,-0.45454545454545453
0.0,0.0,168763,0,0,0,0,0,2,0.0,0.0,0,0.0,521,False,Joined Bournemouth on loan until the end of the season on 16/10. - Expected back 01 Jul,2020-10-16 21:30:12.318900,40,168763.jpg,0.0,0.3,n,17,6,0,47,886,0.0,0.0,Carter-Vickers,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,404,147,385,146,347,123,408,146,,,,,,,,0.0,-0.5
100.0,100.0,199249,1,-1,1,-1,0,2,2.0,2.0,0,1.5,542,False,,2020-09-22 08:56:13.068534,56,199249.jpg,3.0,3.8,a,17,6,6,23496,2738,0.3,1.1,Reguilón,180,0,1,0,4,0,0,0,0,0,0,0,39,43.4,61.3,14.0,11.9,216,88,94,21,230,76,184,61,5.0,,,,,,3.0,0.5357142857142857,0.17857142857142858
100.0,100.0,36903,0,0,0,0,0,3,0.7,0.7,0,0.2,543,False,,2020-09-22 08:56:43.846176,95,36903.jpg,1.0,1.3,a,17,6,1,4743,2019,0.0,0.1,Bale,18,0,0,0,3,0,0,0,0,0,0,0,-1,2.2,0.0,11.0,1.3,373,171,590,237,243,124,367,167,6.0,,3.0,,,,5.0,0.10526315789473684,-0.10526315789473684
,,245824,0,0,0,0,0,4,0.5,0.5,0,0.0,564,False,,,70,245824.jpg,0.0,0.0,a,17,6,0,413,285,0.0,0.0,Carlos Vinicius,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,589,72,588,72,589,73,590,73,,,,,,,,0.0,-0.2857142857142857
,,214225,0,0,0,0,0,2,2.7,2.7,0,0.0,584,False,,,50,214225.jpg,0.0,0.0,a,17,6,0,95,16,0.0,0.0,Rodon,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,552,211,546,211,541,207,556,211,,,,,,,,0.0,-0.4
,,50093,0,0,0,0,0,1,0.0,-0.5,0,0.0,56,False,,,40,50093.jpg,0.0,4.7,a,18,35,0,1993,1980,0.0,0.0,Button,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,396,30,377,9,338,7,400,30,,,,,,,,0.0,-0.5
100.0,100.0,171975,0,0,0,0,1,4,2.0,1.5,4,2.0,358,False,,2020-10-15 01:00:17.517534,55,171975.jpg,3.7,0.8,a,18,35,22,1857,3751,0.4,4.0,Callum Robinson,317,2,1,0,8,0,0,0,0,0,0,3,72,72.8,33.6,54.0,15.8,141,17,154,23,104,30,131,22,,,,,,,6.246056782334385,0.6727272727272727,0.30909090909090914
100.0,100.0,42427,0,0,-1,1,0,2,0.0,-0.5,0,0.0,407,False,,2020-09-19 14:00:16.077092,44,42427.jpg,-1.5,0.3,a,18,35,-3,120,301,0.0,-0.7,Gibbs,135,0,0,0,8,0,0,0,0,1,0,0,11,7.4,13.2,2.0,2.3,343,131,245,74,307,106,342,125,,,,,,,-2.0,-0.3409090909090909,-0.7954545454545454
0.0,0.0,49440,0,0,-2,2,0,4,0.0,0.0,0,0.3,408,False,Arm injury - Expected back 21 Nov,2020-10-05 10:00:16.157414,53,49440.jpg,1.0,0.1,i,18,35,3,20,557,0.1,0.6,Robson-Kanu,84,0,0,0,5,0,0,0,0,0,0,0,6,7.2,10.7,16.0,3.4,346,36,274,40,225,40,321,39,,,,,2.0,,3.214285714285714,0.18867924528301888,-0.18867924528301888
,,49944,-1,1,-2,2,0,3,1.0,0.5,0,1.0,409,False,,,48,49944.jpg,1.5,0.1,a,18,35,9,69,197,0.2,1.9,Livermore,512,0,0,1,14,1,0,0,2,0,0,0,43,46.8,25.3,21.0,9.2,209,85,186,109,204,108,225,101,,,,,,,1.58203125,0.3125,-0.10416666666666667
0.0,0.0,49957,0,0,-2,2,0,3,0.0,0.0,0,0.0,410,False,Not included in West Bromwich Albion's 25-man Premier League squad. - Unknown return date,2020-10-20 22:30:19.255186,53,49957.jpg,0.0,0.0,n,18,35,0,3,130,0.0,0.0,Grosicki,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,559,224,554,224,550,221,563,224,3.0,,,,,,,0.0,-0.37735849056603776
100.0,100.0,50229,0,0,-3,3,0,3,0.3,-0.2,1,0.3,411,False,,2020-09-14 10:30:13.911211,52,50229.jpg,0.8,0.1,a,18,35,3,41,94,0.1,0.6,Phillips,43,0,0,0,1,0,0,0,1,0,0,0,3,4.6,0.6,10.0,1.5,353,163,347,170,245,125,364,165,1.0,,2.0,,,,6.27906976744186,0.15384615384615385,-0.23076923076923075
,,59940,0,0,0,0,0,2,0.3,-0.2,0,0.3,412,False,,,45,59940.jpg,2.2,0.2,a,18,35,9,112,397,0.1,2.0,Bartley,360,1,0,0,13,0,0,0,0,0,0,0,57,100.2,0.5,35.0,13.5,85,28,350,130,160,40,161,49,,,,,,,2.25,0.48888888888888893,0.04444444444444448
,,61600,0,0,-1,1,0,3,1.0,0.5,0,1.0,413,False,,,49,61600.jpg,1.8,0.0,a,18,35,9,14,71,0.2,1.8,Sawyers,306,0,0,0,10,0,0,0,0,0,0,0,35,33.8,26.6,2.0,6.3,256,103,182,107,315,156,274,124,,,,,,,2.6470588235294117,0.36734693877551017,-0.040816326530612235
0.0,100.0,77777,0,0,-2,2,0,2,0.0,1.5,0,2.0,414,False,Joined Al-Ittihad on loan until the end of the season on 25/10. - Expected back 01 Jul,2020-10-26 10:30:20.323870,43,77777.jpg,6.0,0.5,n,18,35,6,966,2485,0.5,1.4,Hegazi,90,0,0,1,0,0,0,0,0,0,0,0,24,19.6,0.3,0.0,2.0,294,120,358,134,372,143,350,128,,,,,,,6.0,1.3953488372093024,0.9302325581395349
,,78356,0,0,-3,3,0,4,0.0,-0.5,0,0.0,415,False,,,52,78356.jpg,0.0,0.3,a,18,35,0,192,741,0.0,0.0,Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,555,59,550,61,546,63,559,63,,,,,1.0,,,0.0,-0.3846153846153846
0.0,0.0,82078,0,0,-1,1,0,4,0.0,0.0,0,0.0,416,False,Joined Millwall on loan until January on 16/10. - Expected back 01 Feb,2020-09-06 03:00:11.234287,49,82078.jpg,0.0,0.0,n,18,35,0,25,141,0.0,0.0,Zohore,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,538,55,528,57,515,59,542,59,,,,,,,,0.0,-0.4081632653061224
,,101982,0,0,0,0,0,1,5.0,4.5,3,5.0,417,False,,,45,101982.jpg,3.3,0.9,a,18,35,20,1249,771,1.1,4.4,Johnstone,540,0,0,1,14,0,0,0,0,0,26,2,121,159.8,0.0,0.0,16.0,23,4,469,40,442,38,125,4,,,,,,,3.333333333333333,0.7333333333333333,0.28888888888888886
100.0,100.0,108053,0,0,0,0,0,2,3.3,2.8,2,3.3,418,False,,2020-09-06 03:00:11.250855,45,108053.jpg,2.8,0.1,a,18,35,11,227,147,0.7,2.4,Townsend,360,0,0,1,6,0,0,0,0,0,0,1,63,48.2,31.4,23.0,10.3,203,83,163,40,191,54,204,68,,,,,,,2.75,0.6222222222222222,0.17777777777777773
,,146426,-1,1,-2,2,0,2,1.0,0.5,2,1.0,419,False,,,48,146426.jpg,0.8,0.2,a,18,35,4,84,238,0.2,0.8,Ajayi,450,0,0,0,14,0,0,0,1,0,0,0,45,38.8,0.8,2.0,4.2,233,95,340,124,313,109,312,111,,,,,,,0.8,0.16666666666666669,-0.25
0.0,0.0,173809,0,0,0,0,0,3,0.0,0.0,0,0.0,420,False,Joined Birmingham City on a permanent deal on 28/8,2020-08-28 12:30:11.345089,45,173809.jpg,0.0,0.0,u,18,35,0,5,54,0.0,0.0,Leko,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,488,188,476,188,450,175,493,188,,,,,,,,0.0,-0.4444444444444444
,,174593,0,0,-1,1,0,3,0.7,0.2,1,0.7,421,False,,,49,174593.jpg,1.0,0.0,a,18,35,4,9,34,0.1,0.8,Edwards,113,0,0,0,3,0,0,0,0,0,0,0,14,5.8,0.7,37.0,4.3,350,160,343,168,154,84,310,143,,,,,,,3.185840707964602,0.2040816326530612,-0.2040816326530612
,,176420,0,0,0,0,0,2,3.0,2.5,2,3.0,422,False,,,45,176420.jpg,2.8,0.1,a,18,35,14,355,209,0.7,3.1,Furlong,428,0,1,1,10,0,0,0,1,0,0,1,69,64.0,54.8,39.0,15.8,160,64,102,24,147,31,129,35,,,,,,,2.9439252336448596,0.6222222222222222,0.17777777777777773
0.0,0.0,195864,0,0,-2,2,0,3,0.0,0.0,0,0.3,423,False,Knee injury - Expected back 28 Nov,2020-10-22 17:00:17.139994,48,195864.jpg,1.0,0.0,i,18,35,3,3,71,0.1,0.6,Field,61,0,0,0,2,0,0,0,0,0,0,0,16,20.0,0.5,0.0,2.0,292,120,352,171,495,200,353,160,,,,,,,4.426229508196721,0.20833333333333334,-0.20833333333333334
,,216616,0,0,-1,1,0,2,0.3,-0.2,0,0.3,425,False,,,44,216616.jpg,0.8,0.2,a,18,35,3,72,300,0.1,0.7,O'Shea,360,0,0,0,13,0,0,0,0,0,0,0,40,77.2,11.9,18.0,10.7,125,46,257,80,215,67,195,66,,,,,,,0.75,0.18181818181818182,-0.2727272727272727
,,232427,0,0,-1,1,0,3,0.0,-0.5,0,0.0,426,False,,,44,232427.jpg,1.0,0.5,a,18,35,1,1440,845,0.0,0.2,Harper,21,0,0,0,2,0,0,0,0,0,0,0,3,1.8,1.8,0.0,0.4,376,173,321,162,420,168,382,174,,,,,,,4.285714285714286,0.22727272727272727,-0.22727272727272727
,,179830,0,0,0,0,0,3,2.3,1.8,2,2.3,446,False,,,55,179830.jpg,3.0,0.6,a,18,35,18,264,1247,0.4,3.3,Diangana,475,1,0,1,13,0,0,0,0,0,0,0,47,80.4,54.3,82.0,21.7,121,44,103,67,59,34,83,48,4.0,,,,,,3.410526315789474,0.5454545454545454,0.18181818181818182
,,210407,0,0,0,0,0,3,2.3,1.8,2,2.3,481,False,,,60,210407.jpg,4.0,2.8,a,18,35,24,1461,7170,0.4,4.0,Pereira,517,1,2,1,13,0,0,0,0,0,0,0,96,114.8,132.6,81.0,32.9,65,25,25,19,61,35,43,23,2.0,,1.0,,,,4.1779497098646035,0.6666666666666666,0.3333333333333333
,,183015,0,0,-1,1,0,2,0.0,-0.5,0,0.0,499,False,,,44,183015.jpg,0.0,0.1,a,18,35,0,15,49,0.0,0.0,Kipre,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,459,181,441,180,411,165,464,181,,,,,,,,0.0,-0.45454545454545453
100.0,100.0,41135,0,0,0,0,0,2,2.7,2.2,2,2.7,530,False,,2020-09-18 09:00:14.352799,45,41135.jpg,4.0,0.1,a,18,35,8,489,154,0.6,1.8,Ivanovic,180,0,0,1,1,0,0,0,0,0,0,0,37,21.6,0.1,57.0,7.9,287,116,363,137,98,18,250,85,,,,,,,4.0,0.8888888888888888,0.4444444444444444
100.0,100.0,232787,0,0,0,0,0,3,1.7,1.2,2,1.7,544,False,,2020-09-25 09:00:11.082178,55,232787.jpg,2.5,0.0,a,18,35,5,37,33,0.3,0.9,Gallagher,180,0,0,1,1,0,0,0,0,0,0,0,19,13.8,22.5,3.0,3.9,310,132,203,119,304,152,316,145,,,,,,,2.5,0.45454545454545453,0.09090909090909091
,,200878,0,0,0,0,0,3,2.0,1.5,2,2.0,555,False,,,50,200878.jpg,2.0,0.0,a,18,35,6,40,23,0.4,1.2,Krovinovic,194,0,0,1,2,0,0,0,0,0,0,0,26,8.0,11.6,3.0,2.2,340,154,264,146,303,151,345,155,,,,,,,2.783505154639175,0.4,0.0
,,180294,0,0,0,0,0,4,4.0,3.5,6,4.0,582,False,,,60,180294.jpg,4.0,0.0,a,18,35,8,260,68,0.7,1.3,Grant,155,1,0,1,1,0,0,0,0,0,0,0,36,1.8,12.4,12.0,2.6,377,44,255,34,236,42,334,41,,,,,,,4.645161290322581,0.6666666666666666,0.3333333333333333
100.0,100.0,18073,0,0,-2,2,0,3,-0.5,-0.5,0,0.5,427,False,,2020-09-18 13:30:12.470945,48,18073.jpg,1.3,0.7,a,19,21,4,177,1516,0.1,0.8,Noble,70,0,0,0,1,0,0,0,0,0,0,0,14,7.0,12.8,0.0,2.0,348,158,253,143,475,191,352,159,5.0,,,,1.0,,5.142857142857142,0.27083333333333337,-0.14583333333333334
100.0,100.0,18987,0,0,-2,2,0,3,-0.8,-0.8,0,0.2,428,False,,2020-09-03 14:30:12.052712,58,18987.jpg,1.0,0.1,a,19,21,1,38,146,0.0,0.2,Snodgrass,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.3,0.0,0.0,572,230,361,175,573,229,576,230,1.0,,,,,,90.0,0.1724137931034483,-0.1724137931034483
,,19194,0,0,0,0,0,1,-1.0,-1.0,0,0.0,429,False,,,40,19194.jpg,0.0,7.4,a,19,21,0,4016,3308,0.0,0.0,Martin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,391,25,372,4,333,2,395,25,,,,,,,,0.0,-0.5
,,32259,-1,1,-1,1,0,1,-1.0,-1.0,0,0.0,430,False,,,44,32259.jpg,0.0,0.2,a,19,21,0,87,188,0.0,0.0,Randolph,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,435,44,416,23,384,21,440,44,,,,,,,,0.0,-0.45454545454545453
,,37096,0,0,0,0,0,1,4.5,4.5,7,5.5,431,False,,,50,37096.jpg,4.0,1.5,a,19,21,24,3223,1346,1.1,4.8,Fabianski,540,0,0,2,8,0,0,0,0,0,13,3,104,87.4,0.0,0.0,8.8,110,16,537,53,527,52,231,16,,,,,,,4.0,0.8,0.4
,,40669,0,0,-1,1,0,2,2.5,2.5,2,3.5,432,False,,,49,40669.jpg,2.7,0.4,a,19,21,16,981,499,0.7,3.3,Ogbonna,540,0,0,2,8,0,0,0,1,0,0,0,87,111.0,13.5,33.0,15.7,72,22,244,73,163,41,132,36,,,,,,,2.666666666666667,0.5510204081632653,0.14285714285714288
0.0,0.0,40694,0,0,0,0,0,1,0.0,0.0,0,0.0,433,False,Joined Real Valladolid on a permanent deal on 28/8,2020-08-28 09:00:07.307179,45,40694.jpg,0.0,0.0,u,19,21,0,9,21,0.0,0.0,Roberto,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,476,56,459,36,431,34,481,56,,,,,,,,0.0,-0.4444444444444444
0.0,0.0,54102,0,0,-1,1,0,3,0.0,0.0,0,0.0,434,False,"Left the club ""on a permanent basis"" on 5/10",2020-10-05 20:30:12.776224,49,54102.jpg,0.0,0.1,u,19,21,0,13,234,0.0,0.0,Wilshere,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,531,211,521,211,508,206,535,211,,,,,,,,0.0,-0.4081632653061224
,,55459,0,0,0,0,1,2,6.2,6.2,2,7.2,435,False,,,50,55459.jpg,5.2,6.1,a,19,21,31,45994,6041,1.4,6.2,Cresswell,540,0,3,2,8,0,0,0,0,0,0,5,158,168.0,200.0,1.0,36.9,20,3,6,1,326,115,32,2,3.0,,1.0,,,,5.166666666666667,1.04,0.64
,,56377,0,0,-3,3,0,3,-0.5,-0.5,1,0.5,436,False,,,57,56377.jpg,0.8,0.1,a,19,21,3,90,207,0.1,0.5,Yarmolenko,81,0,0,0,2,0,0,0,1,0,0,0,7,5.4,17.2,29.0,5.0,352,162,219,129,179,95,295,135,4.0,,4.0,,,,3.333333333333333,0.14035087719298245,-0.21052631578947367
75.0,75.0,57531,0,0,-2,2,0,4,2.8,2.8,8,4.8,437,False,Hamstring injury - 75% chance of playing,2020-10-18 19:00:22.428778,63,57531.jpg,4.5,4.0,d,19,21,27,5864,10626,0.8,4.3,Antonio,481,3,0,2,8,0,0,0,1,0,0,5,77,136.0,73.8,314.0,52.3,40,10,69,5,4,3,12,5,,,,,2.0,,5.051975051975052,0.7142857142857143,0.39682539682539686
100.0,100.0,81012,0,0,-1,1,0,2,-0.8,-0.8,0,0.2,438,False,,2020-09-27 21:30:19.867705,44,81012.jpg,1.3,0.3,a,19,21,4,145,496,0.0,0.9,Fredericks,228,0,1,0,4,0,0,0,2,0,0,0,43,60.4,109.8,6.0,17.7,174,69,35,7,277,89,114,33,,,,,,,1.5789473684210527,0.2954545454545454,-0.15909090909090906
100.0,100.0,86934,0,0,-1,1,0,3,0.2,0.2,0,1.2,439,False,,2020-09-07 01:00:16.188981,64,86934.jpg,5.0,0.1,a,19,21,5,654,457,0.2,0.8,Lanzini,13,1,0,0,0,0,0,0,1,0,0,0,19,34.4,0.5,7.0,4.2,254,102,354,173,275,145,313,144,6.0,,3.0,,3.0,,34.61538461538462,0.78125,0.46875
0.0,0.0,101537,0,0,-3,3,0,3,0.0,0.0,0,0.0,440,False,Joined Porto on loan until the end of the season on 6/10. - Expected back 01 Jul,2020-10-07 10:30:13.510025,62,101537.jpg,1.0,0.2,n,19,21,2,10,599,0.0,0.3,Felipe Anderson,2,0,0,0,0,0,0,0,0,0,0,0,8,2.4,0.4,2.0,0.5,372,170,356,174,321,158,381,173,,,,,,,90.0,0.16129032258064516,-0.16129032258064516
100.0,75.0,103123,0,0,-3,3,0,4,0.8,0.6,1,1.8,441,False,,2020-10-18 19:00:22.456816,62,103123.jpg,1.8,0.2,a,19,21,9,168,596,0.3,1.5,Haller,50,1,0,0,1,0,0,0,0,0,0,0,35,36.8,11.7,47.0,9.5,244,29,263,36,120,32,223,33,,,,,,,16.2,0.2903225806451613,-0.032258064516129024
100.0,100.0,105717,0,0,0,0,1,2,4.0,4.0,2,5.0,442,False,,2020-10-13 00:00:13.990324,45,105717.jpg,4.2,1.3,a,19,21,21,4476,1871,1.1,4.7,Masuaku,448,0,1,2,6,0,0,0,1,0,0,3,98,85.0,97.9,37.0,22.0,113,40,43,9,152,34,80,15,,,,,,,4.21875,0.9333333333333333,0.48888888888888893
,,166640,0,0,-1,1,0,2,4.0,4.0,1,5.0,443,False,,,44,166640.jpg,5.0,0.9,a,19,21,20,5647,1561,1.1,4.5,Balbuena,360,1,0,2,4,0,0,0,1,0,0,0,82,100.6,3.5,25.0,12.9,84,27,301,99,184,51,167,52,,,,,,,5.0,1.1363636363636362,0.6818181818181818
0.0,0.0,167522,0,0,0,0,0,4,0.0,0.0,0,0.0,444,False,Joined Norwich City on a permanent deal on 24/8,2020-08-24 18:30:13.532593,55,167522.jpg,0.0,0.0,u,19,21,0,15,19,0.0,0.0,Hugill,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,569,62,570,65,569,66,573,66,,,,,,,,0.0,-0.36363636363636365
,,178186,0,0,-2,2,1,3,5.8,5.8,2,6.8,445,False,,,63,178186.jpg,5.2,2.2,a,19,21,31,7595,6443,1.1,4.9,Bowen,502,3,0,2,7,0,0,0,0,0,0,2,98,127.2,57.9,164.0,35.0,48,16,97,64,29,12,37,19,2.0,,2.0,,,,5.557768924302789,0.8253968253968255,0.507936507936508
0.0,0.0,181008,0,0,0,0,0,4,0.0,0.0,0,0.0,447,False,Transferred to Celtic,2020-08-15 12:28:02.359786,55,181008.jpg,0.0,0.0,u,19,21,0,18,26,0.0,0.0,Ajeti,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,570,63,571,66,570,67,574,67,,,,,,,,0.0,-0.36363636363636365
,,204480,0,0,-1,1,0,3,1.5,1.5,2,2.5,448,False,,,49,204480.jpg,2.3,2.9,a,19,21,14,2344,4452,0.5,2.9,Rice,540,0,0,2,8,0,0,0,0,0,0,0,95,100.0,72.3,30.0,20.3,86,31,74,52,172,91,94,55,,,5.0,,,,2.3333333333333335,0.4693877551020407,0.061224489795918324
,,215439,0,0,-1,1,0,3,2.0,2.0,2,3.0,449,False,,,49,215439.jpg,2.7,2.8,a,19,21,16,2327,4102,0.6,3.3,Soucek,540,0,1,2,8,0,0,0,1,0,0,0,40,59.2,49.2,170.0,27.8,178,70,118,73,28,11,57,32,,,,,,,2.666666666666667,0.5510204081632653,0.14285714285714288
,,217593,0,0,-1,1,0,3,5.2,5.2,2,6.2,450,False,,,64,217593.jpg,4.8,0.4,a,19,21,29,2082,1526,1.0,4.5,Fornals,499,1,3,2,7,0,0,0,1,0,0,2,90,91.2,75.9,101.0,26.8,102,39,64,47,48,27,62,36,,,,,,,5.2304609218436875,0.7499999999999999,0.43749999999999994
100.0,100.0,219924,0,0,0,0,0,2,-1.0,-1.0,0,0.0,451,False,,2020-09-22 20:00:14.006404,45,219924.jpg,1.0,0.7,a,19,21,2,166,1092,0.0,0.4,Diop,180,0,0,0,4,0,0,0,0,0,0,0,25,41.4,1.2,0.0,4.3,224,90,335,120,461,183,308,109,,,,,,,1.0,0.2222222222222222,-0.2222222222222222
,,222018,0,0,0,0,0,2,-0.8,-0.8,0,0.2,452,False,,,40,222018.jpg,1.0,2.2,a,19,21,1,1834,2627,0.0,0.2,Johnson,41,0,0,0,0,0,0,0,0,0,0,0,4,3.8,1.3,0.0,0.5,360,133,331,118,358,131,378,135,,,,,,,2.1951219512195124,0.25,-0.25
,,164555,0,0,0,0,0,2,4.3,4.3,7,5.3,558,False,,,45,164555.jpg,5.3,0.2,a,19,21,16,5278,414,1.2,3.6,Coufal,270,0,2,1,4,0,0,0,2,0,0,3,60,66.4,43.3,22.0,13.2,155,60,130,31,198,56,164,51,,,,,,,5.333333333333334,1.1777777777777778,0.7333333333333333
,,60232,0,0,0,0,0,2,-1.0,-1.0,0,0.0,576,False,,,45,60232.jpg,0.0,0.0,a,19,21,0,47,41,0.0,0.0,Dawson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,480,188,464,188,437,175,485,188,,,,,,,,0.0,-0.4444444444444444
,,172841,0,0,0,0,0,3,1.1,1.1,0,0.0,587,False,,,60,172841.jpg,0.0,0.1,a,19,21,0,1926,540,0.0,0.0,Benrahma,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,582,234,583,233,584,233,585,234,,,,,,,,0.0,-0.3333333333333333
,,19236,0,0,-1,1,0,1,0.5,0.5,0,0.0,453,False,,,44,19236.jpg,0.0,0.3,a,20,39,0,88,238,0.0,0.0,Ruddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,433,42,414,21,382,19,438,42,,,,,,,,0.0,-0.45454545454545453
,,19624,0,0,-1,1,0,3,2.0,2.0,1,1.5,454,False,,,54,19624.jpg,1.8,1.7,a,20,39,11,333,3981,0.3,2.0,Moutinho,342,0,0,2,6,0,0,0,1,0,0,0,48,53.6,95.7,9.0,16.0,192,77,44,33,253,130,126,68,1.0,,2.0,,,,2.894736842105263,0.3333333333333333,-0.03703703703703703
,,38533,0,0,0,0,0,1,4.3,4.3,2,3.8,455,False,,,55,38533.jpg,4.0,7.7,a,20,39,24,4619,6653,0.7,4.4,Patrício,540,0,0,3,8,0,0,0,0,0,16,0,121,124.6,0.0,0.0,12.3,49,8,564,62,564,62,178,10,,,,,,,4.0,0.7272727272727273,0.36363636363636365
0.0,0.0,41727,0,0,-1,1,0,2,0.0,0.0,0,0.0,456,False,Joined Swansea City on a permanent deal on 16/10,2020-10-16 21:30:12.191173,44,41727.jpg,0.0,0.2,u,20,39,0,11,887,0.0,0.0,Bennett,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,437,170,418,169,386,152,442,170,,,,,,,,0.0,-0.45454545454545453
,,90585,0,0,0,0,0,2,4.5,4.5,2,4.0,458,False,,,55,90585.jpg,3.8,2.5,a,20,39,23,5001,2251,0.7,4.2,Boly,540,0,0,3,8,0,0,0,0,0,0,2,112,99.6,5.5,22.0,12.7,88,29,286,89,200,58,170,54,,,,,,,3.833333333333333,0.6909090909090909,0.3272727272727272
,,94147,0,0,0,0,0,2,3.7,3.7,2,3.2,459,False,,,50,94147.jpg,3.7,8.8,a,20,39,22,7396,5420,0.6,4.4,Coady,540,0,0,3,8,0,0,0,1,0,0,2,105,92.0,11.8,0.0,10.5,101,34,259,82,535,205,199,67,,,,,,,3.666666666666667,0.74,0.34
,,102057,0,0,0,0,0,4,5.3,5.3,9,4.8,460,False,,,85,102057.jpg,5.5,19.5,a,20,39,33,11221,28418,0.6,3.9,Jiménez,540,4,0,3,8,1,0,0,0,0,0,7,119,157.8,49.3,211.0,41.9,25,8,117,16,18,12,22,12,,,,,1.0,,5.5,0.6470588235294118,0.4117647058823529
,,107613,0,0,2,-2,1,2,6.0,6.0,7,5.5,461,True,,,52,107613.jpg,6.3,19.3,a,20,39,38,79197,6040,1.1,7.3,Saïss,517,1,0,4,7,0,0,0,0,0,0,7,135,123.4,24.8,60.0,21.0,50,15,188,53,93,15,88,19,,,3.0,,,,6.615087040618956,1.2115384615384615,0.8269230769230769
0.0,0.0,114128,0,0,-1,1,0,2,0.0,0.0,0,0.0,462,False,Knee injury - Unknown return date,2020-08-15 10:00:11.923392,54,114128.jpg,0.0,0.0,i,20,39,0,21,48,0.0,0.0,Jonny,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,564,213,560,213,556,210,568,213,,,,,,,,0.0,-0.37037037037037035
0.0,0.0,141569,0,0,-1,1,0,4,0.0,0.0,0,0.0,463,False,Joined Grasshopper Club Zurich on loan until the end of next season on 22/9. - Expected back 01 Jul,2020-09-22 15:30:12.331538,49,141569.jpg,0.0,0.2,n,20,39,0,69,393,0.0,0.0,Bonatini,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,539,56,529,58,517,60,543,60,,,,,,,,0.0,-0.4081632653061224
,,151589,0,0,-1,1,0,3,3.3,3.3,2,2.8,464,False,,,49,151589.jpg,3.0,1.2,a,20,39,15,797,1873,0.6,3.1,Dendoncker,372,0,1,3,2,0,0,0,0,0,0,0,61,63.4,81.5,41.0,18.6,161,62,57,41,141,77,108,60,,,,,,,3.629032258064516,0.6122448979591836,0.2040816326530612
