chance_of_playing_next_round,chance_of_playing_this_round,player_code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,player_type_id,ep_next,ep_this,event_points,form,player_id,in_dreamteam,news,news_added,now_cost,photo,PPG,selected_by_percent,status,team_id,team_code,total_points,transfers_in_event,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,PP90,PPMM,VAPM,team_strength,team_short_name,strength_overall_home,strength_overall_away,position_name_short
,,55605,0,0,-1,1,0,2,0.5,0.0,0,0.0,386,False,,,54,55605.jpg,2.0,1.8,a,17,6,2,2021,15314,0.0,0.4,Alderweireld,90,0,0,0,1,0,0,0,0,0,0,0,12,17.0,11.2,2.0,3.0,267,106,220,66,275,96,290,107,,,,,,,2.0,0.3703703703703704,0.0,4,TOT,1270,1290,DEF
100.0,100.0,80226,0,0,-3,3,0,2,4.5,4.0,12,4.0,389,False,,2020-09-19 02:30:14.062101,52,80226.jpg,12.0,2.2,a,17,6,12,53330,12430,0.8,2.3,Aurier,90,1,1,0,1,0,0,0,0,0,0,1,41,71.0,13.8,56.0,14.1,88,29,197,53,64,7,101,26,,,,,,,12.0,2.3076923076923075,1.9230769230769231,4,TOT,1270,1290,DEF
75.0,,93264,0,0,0,0,0,2,1.7,1.7,2,1.7,391,False,Hamstring injury - 75% chance of playing,2020-10-14 11:30:18.535866,50,93264.jpg,1.8,1.5,d,17,6,7,11130,12801,0.3,1.4,Dier,360,0,0,0,5,0,0,0,0,0,0,0,49,68.8,3.0,4.0,7.6,93,31,268,89,256,86,196,60,,,3.0,,,,1.75,0.36,-0.04,4,TOT,1270,1290,DEF
,,115556,0,0,-1,1,0,2,2.8,2.3,4,2.3,395,False,,,49,115556.jpg,2.2,1.5,a,17,6,9,5537,18601,0.5,1.8,Davies,287,0,1,0,4,0,0,0,0,0,0,0,46,41.8,49.9,42.0,13.4,170,65,70,15,93,14,107,31,,,,,,,2.8222996515679437,0.4489795918367347,0.04081632653061228,4,TOT,1270,1290,DEF
,,173904,0,0,-1,1,0,2,2.2,1.7,2,1.7,398,False,,,54,173904.jpg,1.7,0.9,a,17,6,5,3172,4050,0.3,0.9,Sánchez,270,0,0,0,4,0,0,0,0,0,0,0,30,40.0,2.0,86.0,12.8,176,69,277,96,38,1,117,32,,,,,,,1.6666666666666663,0.3148148148148148,-0.05555555555555556,4,TOT,1270,1290,DEF
0.0,,184349,-1,1,-2,2,0,2,0.0,0.0,0,0.0,399,False,Joined Hoffenheim on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05 09:30:18.086610,48,184349.jpg,0.0,0.1,n,17,6,0,156,2623,0.0,0.0,Sessegnon,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,482,188,473,188,444,176,486,188,,,,,,,,0.0,-0.4166666666666667,4,TOT,1270,1290,DEF
75.0,100.0,199584,0,0,-1,1,0,2,0.4,0.0,0,0.0,402,False,Knock - 75% chance of playing,2020-10-05 10:00:16.076802,49,199584.jpg,0.0,0.1,d,17,6,0,161,389,0.0,0.0,Tanganga,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,508,197,500,197,481,190,512,197,,,,,,,,0.0,-0.4081632653061224,4,TOT,1270,1290,DEF
0.0,,234908,0,0,-1,1,0,2,0.0,0.0,0,0.0,406,False,Joined Villarreal on loan until the end of the season on 4/10. - Expected back 01 Jul,2020-10-05 21:30:11.646440,44,234908.jpg,0.0,0.1,n,17,6,0,152,1474,0.0,0.0,Foyth,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,425,169,409,168,369,152,430,169,,,,,,,,0.0,-0.4545454545454545,4,TOT,1270,1290,DEF
,,87835,0,0,-1,1,0,2,1.2,0.7,0,0.7,457,False,,,59,87835.jpg,1.3,11.9,a,17,6,4,10220,135207,0.1,0.7,Doherty,255,0,0,0,4,0,0,0,1,0,0,0,21,47.2,31.4,43.0,12.2,147,57,115,26,91,13,121,35,,,,,,,1.4117647058823528,0.22033898305084745,-0.11864406779661014,4,TOT,1270,1290,DEF
,,168763,0,0,0,0,0,2,0.5,0.0,0,0.0,521,False,,,40,168763.jpg,0.0,0.4,a,17,6,0,1806,2563,0.0,0.0,Carter-Vickers,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,369,132,353,132,303,107,374,132,,,,,,,,0.0,-0.5,4,TOT,1270,1290,DEF
100.0,100.0,199249,0,0,0,0,0,2,1.5,1.0,2,1.0,542,False,,2020-09-22 08:56:13.068534,55,199249.jpg,2.0,1.5,a,17,6,2,64045,12235,0.2,0.4,Reguilón,90,0,0,0,1,0,0,0,0,0,0,0,13,16.8,44.3,14.0,7.5,268,107,86,18,196,58,200,61,,,,,,,2.0,0.3636363636363637,0.0,4,TOT,1270,1290,DEF
100.0,0.0,42427,0,0,-1,1,0,2,-1.8,0.0,0,-1.3,407,False,,2020-09-19 14:00:16.077092,44,42427.jpg,-1.5,0.3,a,18,35,-3,554,1918,-0.3,-0.7,Gibbs,135,0,0,0,8,0,0,0,0,1,0,0,11,7.4,13.2,2.0,2.3,303,118,202,56,264,90,305,114,,,,,,,-2.0,-0.3409090909090909,-0.7954545454545454,2,WBA,1020,1040,DEF
,,59940,0,0,0,0,0,2,2.2,2.2,1,2.7,412,False,,,45,59940.jpg,2.2,0.2,a,18,35,9,2943,1753,0.6,2.0,Bartley,360,1,0,0,13,0,0,0,0,0,0,0,57,100.2,0.5,35.0,13.5,39,10,312,117,113,23,105,29,,,,,,,2.25,0.4888888888888889,0.04444444444444448,2,WBA,1020,1040,DEF
100.0,100.0,77777,-1,1,-2,2,0,2,-0.5,-0.5,0,0.0,414,False,,2020-09-17 20:30:15.014901,43,77777.jpg,0.0,0.4,a,18,35,0,917,3905,0.0,0.0,Hegazi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,388,148,371,147,326,127,393,148,,,,,,,,0.0,-0.4651162790697674,2,WBA,1020,1040,DEF
100.0,100.0,108053,0,0,0,0,0,2,0.2,0.2,1,0.7,418,False,,2020-09-06 03:00:11.250855,45,108053.jpg,1.0,0.1,a,18,35,2,512,479,0.2,0.4,Townsend,180,0,0,0,5,0,0,0,0,0,0,0,21,27.8,3.7,4.0,3.6,229,89,258,83,249,80,276,98,,,,,,,1.0,0.2222222222222222,-0.2222222222222222,2,WBA,1020,1040,DEF
,,146426,0,0,-1,1,0,2,0.2,0.2,1,0.7,419,False,,,49,146426.jpg,0.5,0.2,a,18,35,2,496,1445,0.1,0.4,Ajayi,360,0,0,0,13,0,0,0,1,0,0,0,32,38.8,0.8,2.0,4.2,188,73,302,112,270,95,265,92,,,,,,,0.5,0.1020408163265306,-0.3061224489795918,2,WBA,1020,1040,DEF
,,176420,0,0,0,0,0,2,0.5,0.5,0,1.0,422,False,,,45,176420.jpg,1.7,0.1,a,18,35,5,375,770,0.2,1.1,Furlong,248,0,1,0,9,0,0,0,1,0,0,0,31,43.4,39.5,18.0,10.1,162,62,97,20,181,47,148,45,,,,,,,1.814516129032258,0.37777777777777777,-0.06666666666666668,2,WBA,1020,1040,DEF
,,216616,0,0,-1,1,0,2,0.2,0.2,1,0.7,425,False,,,44,216616.jpg,0.8,0.2,a,18,35,3,834,1341,0.2,0.7,O'Shea,360,0,0,0,13,0,0,0,0,0,0,0,40,77.2,11.9,18.0,10.7,71,24,215,62,180,46,134,40,,,,,,,0.75,0.18181818181818185,-0.2727272727272727,2,WBA,1020,1040,DEF
,,183015,-1,1,-1,1,0,2,-0.5,-0.5,0,0.0,499,False,,,44,183015.jpg,0.0,0.1,a,18,35,0,39,291,0.0,0.0,Kipre,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,415,163,399,162,359,146,420,163,,,,,,,,0.0,-0.4545454545454545,2,WBA,1020,1040,DEF
100.0,100.0,41135,0,0,0,0,0,2,-0.5,-0.5,0,0.0,530,False,,2020-09-18 09:00:14.352799,45,41135.jpg,0.0,0.1,a,18,35,0,687,696,0.0,0.0,Ivanovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,438,172,423,172,383,156,443,172,,,,,,,,0.0,-0.4444444444444444,2,WBA,1020,1040,DEF
,,40669,0,0,-1,1,0,2,3.8,3.8,6,4.3,432,False,,,49,40669.jpg,3.5,0.4,a,19,21,14,2466,1437,0.9,2.9,Ogbonna,360,0,0,2,4,0,0,0,0,0,0,0,69,88.4,1.8,31.0,12.1,55,16,282,100,125,27,123,36,,,,,,,3.5,0.7142857142857142,0.3061224489795918,3,WHU,1140,1170,DEF
,,55459,0,0,-1,1,1,2,7.2,7.2,15,7.7,435,True,,,49,55459.jpg,6.0,2.9,a,19,21,24,124893,18555,1.6,4.9,Cresswell,360,0,2,2,4,0,0,0,0,0,0,4,117,126.0,151.2,0.0,27.7,19,3,5,1,457,180,28,2,3.0,,1.0,,,,6.0,1.2244897959183672,0.8163265306122448,3,WHU,1140,1170,DEF
50.0,0.0,81012,-1,1,-1,1,0,2,0.4,0.0,0,1.3,438,False,Hamstring injury - 50% chance of playing,2020-09-27 21:30:19.867705,44,81012.jpg,1.3,0.3,d,19,21,4,244,4505,0.3,0.9,Fredericks,228,0,1,0,4,0,0,0,2,0,0,0,43,60.4,109.8,6.0,17.7,110,38,16,5,235,71,58,8,,,,,,,1.5789473684210529,0.2954545454545454,-0.15909090909090906,3,WHU,1140,1170,DEF
75.0,,105717,0,0,0,0,1,2,4.3,5.8,6,6.3,442,False,Knee injury - 75% chance of playing,2020-10-13 00:00:13.990324,45,105717.jpg,6.3,0.9,d,19,21,19,35128,12828,1.4,4.2,Masuaku,269,0,1,2,2,0,0,0,0,0,0,3,82,63.4,75.4,12.0,15.1,104,37,38,7,200,59,88,18,,,,,,,6.3568773234200755,1.4,0.9555555555555556,3,WHU,1140,1170,DEF
,,166640,0,0,-1,1,0,2,3.5,3.5,6,4.0,443,False,,,44,166640.jpg,6.0,0.3,a,19,21,12,12933,3946,0.9,2.7,Balbuena,180,0,0,2,0,0,0,0,0,0,0,0,50,33.4,3.2,8.0,4.5,210,81,266,88,214,64,258,87,,,,,,,6.0,1.3636363636363635,0.9090909090909092,3,WHU,1140,1170,DEF
100.0,100.0,219924,0,0,0,0,0,2,-0.2,-0.2,0,0.3,451,False,,2020-09-22 20:00:14.006404,45,219924.jpg,1.0,0.8,a,19,21,2,996,4766,0.1,0.4,Diop,180,0,0,0,4,0,0,0,0,0,0,0,25,41.4,1.2,0.0,4.3,172,66,299,111,419,172,261,89,,,,,,,1.0,0.2222222222222222,-0.2222222222222222,3,WHU,1140,1170,DEF
,,222018,0,0,0,0,0,2,-0.2,-0.2,0,0.3,452,False,,,40,222018.jpg,1.0,2.3,a,19,21,1,5985,12794,0.1,0.2,Johnson,41,0,0,0,0,0,0,0,0,0,0,0,4,3.8,1.3,0.0,0.5,321,120,293,109,313,115,336,123,,,,,,,2.1951219512195124,0.25,-0.25,3,WHU,1140,1170,DEF
,,164555,0,0,0,0,0,2,1.2,1.2,5,5.0,558,False,,,45,164555.jpg,5.0,0.1,a,19,21,5,7835,1765,1.1,1.1,Coufal,90,0,0,1,0,0,0,0,1,0,0,0,21,19.2,24.8,0.0,4.4,258,102,140,36,407,168,259,88,,,,,,,5.0,1.1111111111111112,0.6666666666666666,3,WHU,1140,1170,DEF
,,60232,0,0,0,0,0,2,1.2,1.2,0,0.0,576,False,,,45,60232.jpg,0.0,0.0,a,19,21,0,108,12,0.0,0.0,Dawson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,442,175,428,175,388,159,447,175,,,,,,,,0.0,-0.4444444444444444,3,WHU,1140,1170,DEF
,,41727,0,0,-1,1,0,2,0.5,1.0,0,0.0,456,False,,,44,41727.jpg,0.0,0.3,a,20,39,0,358,1911,0.0,0.0,Bennett,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,394,151,377,150,333,131,399,151,,,,,,,,0.0,-0.4545454545454545,4,WOL,1190,1210,DEF
,,90585,0,0,0,0,0,2,3.5,4.0,8,3.0,458,False,,,55,90585.jpg,3.8,2.4,a,20,39,15,9873,10186,0.5,2.7,Boly,360,0,0,2,7,0,0,0,0,0,0,2,78,68.6,2.4,22.0,9.3,95,32,276,95,164,40,161,47,,,,,,,3.75,0.6909090909090909,0.3272727272727272,4,WOL,1190,1210,DEF
,,94147,0,0,0,0,0,2,2.5,3.0,6,2.0,459,False,,,50,94147.jpg,3.5,8.7,a,20,39,14,24086,34792,0.4,2.8,Coady,360,0,0,2,7,0,0,0,1,0,0,2,69,56.4,11.4,0.0,6.8,123,47,218,64,501,196,214,67,,,,,,,3.5,0.7,0.3,4,WOL,1190,1210,DEF
,,107613,0,0,1,-1,1,2,3.5,4.0,8,3.0,461,True,,,51,107613.jpg,6.0,14.2,a,20,39,24,193765,52180,0.6,4.7,Saïss,360,1,0,2,7,0,0,0,0,0,0,5,86,100.8,9.0,58.0,16.9,37,9,235,72,61,5,71,13,,,3.0,,,,6.0,1.1764705882352942,0.7843137254901962,4,WOL,1190,1210,DEF
0.0,0.0,114128,0,0,-1,1,0,2,0.0,0.0,0,0.0,462,False,Knee injury - Unknown return date,2020-08-15 10:00:11.923392,54,114128.jpg,0.0,0.0,i,20,39,0,52,193,0.0,0.0,Jonny,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,539,207,536,207,528,204,543,207,,,,,,,,0.0,-0.3703703703703704,4,WOL,1190,1210,DEF
,,179456,0,0,0,0,0,2,0.5,1.0,0,0.0,467,False,,,40,179456.jpg,1.0,2.7,a,20,39,1,5157,15957,0.0,0.2,Buur,22,0,0,0,0,0,0,0,0,0,0,0,2,0.6,0.5,0.0,0.1,349,125,311,116,304,108,354,126,,,,,,,4.090909090909091,0.25,-0.25,4,WOL,1190,1210,DEF
,,214048,0,0,0,0,0,2,3.5,4.0,9,3.0,470,False,,,40,214048.jpg,9.0,3.1,a,20,39,9,93889,22387,0.8,2.2,Kilman,90,0,0,1,0,0,0,0,0,0,0,3,29,15.4,21.9,0.0,3.7,273,111,156,40,307,111,272,97,,,,,,,9.0,2.25,1.75,4,WOL,1190,1210,DEF
0.0,,216054,-1,1,-2,2,0,2,0.0,1.3,0,0.3,471,False,Joined Olympiacos on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05 16:00:17.052604,43,216054.jpg,0.5,3.5,n,20,39,1,1365,101261,0.1,0.2,Vinagre,172,0,0,0,7,0,0,0,0,0,0,0,24,31.2,25.3,0.0,5.7,218,84,139,35,327,128,232,77,,,,,,,0.5232558139534884,0.11627906976744184,-0.3488372093023256,4,WOL,1190,1210,DEF
50.0,50.0,111291,0,0,-1,1,0,2,0.4,0.7,0,0.3,505,False,Calf injury - 50% chance of playing,2020-09-21 22:00:12.276172,49,111291.jpg,3.0,0.2,d,20,39,6,1078,2717,0.1,1.2,Marçal,97,0,0,1,0,0,0,0,1,0,0,0,24,18.4,1.8,0.0,2.1,259,103,283,101,468,186,311,115,,,,,,,5.56701030927835,0.6122448979591836,0.2040816326530612,4,WOL,1190,1210,DEF
,,441271,0,0,0,0,0,2,1.5,2.0,1,1.0,545,False,,,45,441271.jpg,1.0,0.0,a,20,39,2,423,276,0.2,0.4,Hoever,29,0,0,0,1,0,0,0,0,0,0,0,9,13.8,15.2,2.0,3.1,277,114,191,50,268,93,287,104,,,,,,,6.206896551724138,0.2222222222222222,-0.2222222222222222,4,WOL,1190,1210,DEF
,,200402,0,0,0,0,0,2,4.0,4.5,6,3.5,546,False,,,55,200402.jpg,3.5,1.5,a,20,39,7,36214,13387,0.6,1.3,Semedo,149,0,0,1,3,0,0,0,0,0,0,0,35,23.4,12.9,26.0,6.3,237,93,209,60,146,34,224,73,,,,,,,4.228187919463087,0.6363636363636364,0.2727272727272727,4,WOL,1190,1210,DEF
,,448514,0,0,0,0,0,2,2.7,3.2,0,0.0,563,False,,,50,448514.jpg,0.0,0.0,a,20,39,0,957,402,0.0,0.0,Ait Nouri,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,526,204,523,204,513,201,530,204,,,,,,,,0.0,-0.4,4,WOL,1190,1210,DEF
,,59966,0,0,0,0,0,4,4.2,5.2,0,4.7,6,False,,,85,59966.jpg,7.0,4.9,a,1,3,21,17603,65508,0.6,2.5,Lacazette,235,3,0,1,3,0,0,0,0,0,0,3,80,112.0,29.8,134.0,27.6,28,9,121,14,23,15,30,13,,,5.0,,3.0,,8.042553191489363,0.8235294117647058,0.5882352941176471,4,ARS,1240,1250,FWD
,,205533,0,0,-2,2,0,4,2.8,3.8,1,3.3,22,False,,,58,205533.jpg,2.8,0.9,a,1,3,11,2637,12060,0.6,1.9,Nketiah,90,1,0,0,1,0,0,0,0,0,0,3,39,39.4,3.2,42.0,8.3,182,22,267,39,95,31,179,31,,,,,,,11.0,0.4827586206896552,0.1379310344827586,4,ARS,1240,1250,FWD
0.0,0.0,213345,0,0,0,0,0,4,0.0,0.0,0,0.0,48,False,Knee injury - Unknown return date,2020-08-15 10:00:11.458856,60,213345.jpg,0.0,0.0,i,2,7,0,120,129,0.0,0.0,Wesley,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,565,64,567,66,566,66,567,66,,,,,1.0,,,0.0,-0.3333333333333333,3,AVL,1130,1150,FWD
0.0,0.0,217487,0,0,-1,1,0,4,0.0,0.0,0,0.0,49,False,Joined Fenerbahce on a permanent deal on 25/9,2020-09-25 09:00:10.072147,59,217487.jpg,0.0,0.1,u,2,7,0,61,721,0.0,0.0,Samatta,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,563,62,563,64,562,64,565,64,,,,,,,,0.0,-0.3389830508474576,3,AVL,1130,1150,FWD
,,221239,-1,1,-1,1,0,4,-0.2,-0.7,0,0.3,50,False,,,44,221239.jpg,1.0,11.4,a,2,7,1,28186,126367,0.1,0.2,Davis,28,0,0,0,0,0,0,0,0,0,0,0,3,4.4,12.9,6.0,2.3,317,33,206,31,236,40,306,39,,,,,,,3.214285714285714,0.2272727272727273,-0.2272727272727273,3,AVL,1130,1150,FWD
0.0,0.0,223349,-1,1,-1,1,0,4,0.0,0.0,0,0.0,51,False,Joined Burton Albion on loan until the end of the season on 17/9. - Expected back 01 Jul,2020-09-17 16:30:17.739025,44,223349.jpg,0.0,1.0,n,2,7,0,4726,12793,0.0,0.0,Vassilev,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,421,43,405,47,365,47,426,48,,,,,,,,0.0,-0.4545454545454545,3,AVL,1130,1150,FWD
,,178301,-1,1,-1,1,1,4,7.2,6.7,19,7.7,514,False,,,59,178301.jpg,7.7,3.5,a,2,7,23,174619,32570,1.3,3.9,Watkins,270,3,1,2,2,0,0,0,0,0,0,2,80,126.6,61.1,141.0,32.8,18,7,49,3,19,13,14,7,,,,,,,7.666666666666666,1.3050847457627115,0.9661016949152542,3,AVL,1130,1150,FWD
0.0,0.0,20529,0,0,-1,1,0,4,0.0,0.0,0,0.0,53,False,Joined Watford on loan until the end of the season on 1/9. - Expected back 01 Jul,2020-09-02 09:00:10.449975,49,20529.jpg,0.0,0.1,n,3,36,0,498,1534,0.0,0.0,Murray,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,486,47,478,50,451,51,490,51,,,,,,,,0.0,-0.4081632653061224,3,BHA,1100,1120,FWD
0.0,0.0,93284,0,0,-1,1,0,4,0.0,0.0,0,0.0,64,False,Knee injury - Unknown return date,2020-09-12 09:00:10.364918,49,93284.jpg,0.0,0.1,i,3,36,0,130,1137,0.0,0.0,Andone,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,499,49,491,52,466,53,503,53,,,,,,,,0.0,-0.4081632653061224,3,BHA,1100,1120,FWD
,,115382,1,-1,1,-1,1,4,10.0,9.5,6,10.0,68,False,,,66,115382.jpg,8.0,5.5,a,3,36,32,148885,48632,1.5,4.8,Maupay,360,4,1,1,10,0,0,0,0,0,0,5,126,168.6,60.1,203.0,43.0,8,4,53,4,6,4,7,3,,,,,1.0,,8.0,1.2121212121212122,0.9090909090909092,3,BHA,1100,1120,FWD
75.0,,233425,0,0,0,0,0,4,3.0,3.5,2,4.0,78,False,Knock - 75% chance of playing,2020-10-15 13:30:16.459744,55,233425.jpg,3.2,0.7,d,3,36,13,5203,10085,0.7,2.4,Connolly,272,1,0,1,7,0,0,0,0,0,0,2,33,39.0,24.0,67.0,12.9,186,23,146,20,49,22,115,21,,,,,,,4.3014705882352935,0.5818181818181819,0.21818181818181825,3,BHA,1100,1120,FWD
,,204676,0,0,0,0,0,4,1.3,0.8,0,0.0,574,False,,,50,204676.jpg,0.0,0.0,a,3,36,0,102,17,0.0,0.0,Zeqiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,523,53,519,56,509,57,527,57,,,,,,,,0.0,-0.4,3,BHA,1100,1120,FWD
75.0,25.0,44683,0,0,-1,1,0,4,0.6,0.1,0,0.3,86,False,Ankle injury - 75% chance of playing,2020-09-24 00:00:15.736033,59,44683.jpg,1.0,0.3,d,4,90,1,144,4610,0.1,0.2,Rodriguez,69,0,0,0,3,0,0,0,1,0,0,0,2,3.6,11.2,13.0,2.8,325,34,221,33,199,38,295,38,,,,,3.0,,1.3043478260869563,0.1694915254237288,-0.1694915254237288,3,BUR,1060,1100,FWD
100.0,100.0,44699,0,0,0,0,0,4,0.8,0.3,1,0.3,87,False,,2020-09-07 00:30:12.603985,60,44699.jpg,1.0,0.1,a,4,90,1,1438,906,0.0,0.2,Barnes,76,0,0,0,3,0,0,0,1,0,0,0,1,1.2,27.2,30.0,5.8,346,41,131,17,131,34,231,33,,,,,1.0,,1.1842105263157894,0.16666666666666666,-0.16666666666666666,3,BUR,1060,1100,FWD
,,60689,-1,1,-1,1,0,4,3.8,3.3,2,3.3,91,False,,,64,60689.jpg,3.3,1.7,a,4,90,10,4368,22370,0.5,1.6,Wood,270,1,0,0,8,0,0,0,0,0,0,0,28,39.6,5.3,102.0,14.6,181,21,245,37,31,18,97,20,,,,,1.0,,3.333333333333333,0.5156249999999999,0.203125,3,BUR,1060,1100,FWD
,,81183,0,0,0,0,0,4,1.8,1.3,1,1.3,93,False,,,50,81183.jpg,1.3,0.9,a,4,90,4,8169,10748,0.3,0.8,Vydra,123,0,0,0,2,0,0,0,0,0,0,0,12,8.6,27.1,65.0,10.1,295,31,133,18,54,23,149,26,,,,,,,2.9268292682926838,0.26,-0.14,3,BUR,1060,1100,FWD
,,44346,0,0,-2,2,0,4,0.8,0.8,0,0.3,103,False,,,68,44346.jpg,1.0,0.7,a,5,8,1,1314,6882,0.0,0.1,Giroud,17,0,0,0,0,0,0,0,0,0,0,0,3,0.0,1.8,6.0,0.8,571,66,284,40,242,42,331,41,,,4.0,,,,5.294117647058823,0.14705882352941174,-0.14705882352941174,4,CHE,1250,1280,FWD
100.0,100.0,165153,-1,1,-2,2,0,4,2.5,2.5,2,2.0,117,False,,2020-09-15 00:00:14.393762,93,165153.jpg,2.8,20.6,a,5,8,11,28494,393314,0.2,1.2,Werner,360,0,1,1,6,0,0,0,0,0,0,0,36,34.8,41.6,167.0,24.4,206,26,92,10,12,7,40,15,,,,,,,2.75,0.30107526881720426,0.08602150537634408,4,CHE,1250,1280,FWD
,,173879,0,0,-2,2,0,4,4.5,4.5,5,4.0,118,False,,,73,173879.jpg,4.0,2.7,a,5,8,12,16932,16488,0.5,1.6,Abraham,191,1,1,1,3,0,0,0,0,0,0,0,38,42.0,15.5,113.0,17.1,169,18,188,27,28,17,69,18,,,,,2.0,,5.654450261780103,0.547945205479452,0.273972602739726,4,CHE,1250,1280,FWD
100.0,0.0,94245,0,0,-2,2,0,4,0.7,0.0,0,0.7,108,False,,2020-09-27 12:30:10.890923,58,94245.jpg,1.0,0.7,a,6,31,2,1381,7510,0.1,0.3,Batshuayi,24,0,0,0,0,0,0,0,0,0,0,0,2,1.4,0.3,3.0,0.4,345,40,329,44,261,45,346,44,,,,,,,7.5,0.1724137931034483,-0.1724137931034483,3,CRY,1080,1120,FWD
100.0,100.0,54861,0,0,0,0,0,4,0.3,-0.2,0,0.3,132,False,,2020-09-06 03:00:11.019701,55,54861.jpg,1.0,0.2,a,6,31,1,1196,1656,0.1,0.2,Benteke,8,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,4.0,0.4,543,56,544,59,257,44,345,43,,,,,,,11.25,0.18181818181818185,-0.18181818181818185,3,CRY,1080,1120,FWD
50.0,25.0,59125,0,0,0,0,0,4,0.0,-0.1,0,0.0,136,False,Lack of match fitness - 50% chance of playing,2020-09-06 03:00:11.034332,45,59125.jpg,0.0,0.8,d,6,31,0,1993,8399,0.0,0.0,Wickham,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,441,44,427,48,387,48,446,49,,,,,,,,0.0,-0.4444444444444444,3,CRY,1080,1120,FWD
,,80146,-1,1,-2,2,0,4,3.0,2.5,2,3.0,140,False,,,58,80146.jpg,2.8,3.4,a,6,31,11,8418,40983,0.5,1.9,Ayew,341,0,1,1,7,0,0,0,0,0,0,0,14,27.0,6.1,70.0,10.3,232,28,241,36,46,21,145,25,,,,,4.0,,2.9032258064516134,0.4827586206896552,0.1379310344827586,3,CRY,1080,1120,FWD
0.0,0.0,66838,0,0,0,0,0,4,0.0,0.0,0,0.0,153,False,Knee injury - Unknown return date,2020-08-15 10:00:11.707165,60,66838.jpg,0.0,0.0,i,7,11,0,91,101,0.0,0.0,Tosun,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,564,63,564,65,563,65,566,65,,,,,,,,0.0,-0.3333333333333333,4,EVE,1200,1210,FWD
,,177815,1,-1,6,-6,1,4,9.2,10.2,6,9.7,164,True,,,76,177815.jpg,9.2,49.1,a,7,11,37,560457,55850,1.3,4.9,Calvert-Lewin,338,6,0,1,5,0,0,0,0,0,0,5,157,216.0,22.6,272.0,51.0,4,2,152,22,2,1,4,2,,,,,,,9.85207100591716,1.2105263157894737,0.9473684210526316,4,EVE,1200,1210,FWD
100.0,75.0,212319,-1,1,-1,1,0,4,6.5,5.6,1,7.0,166,False,,2020-09-30 21:00:17.596130,79,212319.jpg,5.8,8.1,a,7,11,23,16558,143905,0.9,2.9,Richarlison,293,1,3,1,3,0,0,0,1,0,0,4,90,107.6,40.6,179.0,32.7,33,10,95,11,9,5,15,8,,,,,2.0,,7.064846416382253,0.7341772151898733,0.4810126582278481,4,EVE,1200,1210,FWD
0.0,0.0,242058,-1,1,-2,2,0,4,0.0,0.0,0,0.3,169,False,Joined Paris Saint-Germain on loan until the end of the season on 4/10. - Expected back 01 Jul,2020-10-03 00:30:17.828204,58,242058.jpg,1.0,0.3,n,7,11,2,140,7142,0.1,0.3,Kean,13,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.3,11.0,0.9,555,60,296,41,204,39,330,40,,,,,3.0,,13.846153846153848,0.1724137931034483,-0.1724137931034483,4,EVE,1200,1210,FWD
